t_ms,ax,ay,az,gx,gy,gz,roll_acc,roll_filt
65940,-0.0171,-0.0437,1.1219,-1.847,12.534,-0.504,-2.23,-3.40
65960,-0.0029,-0.0768,1.1210,-1.695,12.275,-0.565,-3.92,-3.45
65980,0.0269,-0.0925,1.0951,-1.237,10.244,-0.427,-4.83,-3.50
66000,0.0452,-0.0844,1.0227,-1.282,7.542,-0.137,-4.71,-3.55
66021,0.0497,-0.0891,0.9158,-0.351,4.473,0.076,-5.56,-3.59
66040,0.0551,-0.1071,0.8633,0.565,2.473,0.275,-7.07,-3.65
66060,0.0338,-0.1177,0.8363,1.053,0.504,0.519,-8.01,-3.72
66080,0.0190,-0.1024,0.8110,1.511,-0.733,0.626,-7.20,-3.76
66100,0.0441,-0.1075,0.7988,1.481,-1.603,0.718,-7.67,-3.81
66120,0.0192,-0.0944,0.7684,1.985,-3.099,0.458,-7.00,-3.83
66140,0.0267,-0.0819,0.8030,2.504,-3.603,0.534,-5.82,-3.82
66160,0.0336,-0.0863,0.8048,2.855,-4.901,0.382,-6.12,-3.81
66180,0.0203,-0.0878,0.8015,2.595,-5.282,0.168,-6.25,-3.81
66200,0.0270,-0.0692,0.7880,2.489,-4.916,-0.122,-5.02,-3.79
66220,0.0405,-0.0452,0.8057,2.137,-4.290,-0.122,-3.21,-3.73
66240,0.0056,-0.0538,0.8837,1.527,-3.038,-0.229,-3.49,-3.70
66260,0.0338,-0.0417,0.9738,0.779,-2.687,-0.275,-2.45,-3.66
66280,0.0331,-0.0286,0.9745,-0.137,-2.336,-0.198,-1.68,-3.62
66300,0.0286,-0.0421,0.9781,-1.053,-1.313,-0.183,-2.47,-3.62
66320,0.0315,-0.0435,1.0137,-1.786,-0.275,-0.061,-2.45,-3.63
66340,0.0311,-0.0435,1.0145,-1.802,0.275,-0.015,-2.45,-3.64
66360,0.0330,-0.0488,1.0063,-1.924,1.405,0.137,-2.78,-3.66
66380,0.0315,-0.0428,1.0022,-1.527,2.198,0.122,-2.45,-3.67
66400,0.0400,-0.0658,1.0486,-0.473,3.389,0.107,-3.59,-3.68
66420,0.0378,-0.0951,1.0615,-0.015,3.863,-0.031,-5.12,-3.71
66440,0.0530,-0.0946,1.0747,0.107,4.168,-0.168,-5.03,-3.73
66460,0.0347,-0.0826,1.0851,0.305,4.412,-0.198,-4.36,-3.74
66480,0.0585,-0.0684,1.0876,0.870,4.519,-0.137,-3.60,-3.72
66500,0.0518,-0.0883,1.0955,1.237,4.366,0.031,-4.61,-3.71
66520,0.0511,-0.0945,1.1320,0.901,4.168,0.107,-4.77,-3.71
66540,0.0392,-0.0800,1.1136,0.550,3.634,0.122,-4.11,-3.71
66560,0.0580,-0.0712,1.0966,0.656,3.344,0.260,-3.71,-3.70
66580,0.0840,-0.0830,1.0819,0.901,2.504,0.107,-4.39,-3.69
66600,0.0804,-0.0720,1.0496,0.718,1.817,0.137,-3.93,-3.68
66620,0.0936,-0.0687,1.0527,0.244,1.053,-0.046,-3.74,-3.68
66640,0.1067,-0.0693,1.0258,-0.076,-0.305,-0.153,-3.87,-3.69
66660,0.0862,-0.0510,0.9968,-0.382,-0.748,-0.336,-2.93,-3.68
66680,0.0961,-0.0548,0.9851,-0.779,-1.313,-0.290,-3.18,-3.68
66700,0.1013,-0.0645,0.9784,-0.901,-1.649,-0.153,-3.77,-3.70
66720,0.0956,-0.0597,0.9714,-0.947,-1.893,0.076,-3.52,-3.72
66740,0.1129,-0.0616,0.9667,-1.130,-2.641,0.015,-3.65,-3.74
66760,0.0835,-0.0812,0.9749,-1.252,-2.992,0.107,-4.76,-3.78
66780,0.0975,-0.0714,0.9935,-1.969,-3.191,0.153,-4.11,-3.83
66800,0.0845,-0.0654,0.9744,-2.672,-3.130,0.000,-3.84,-3.88
66820,0.1021,-0.0707,0.9417,-2.779,-2.870,0.000,-4.29,-3.94
66840,0.0879,-0.0675,0.8842,-2.565,-2.733,-0.031,-4.37,-4.00
66860,0.0972,-0.0623,0.8759,-1.649,-1.634,-0.137,-4.07,-4.04
66880,0.0983,-0.0586,0.8528,0.076,-1.481,-0.076,-3.93,-4.03
66900,0.0972,-0.0720,0.8103,1.817,-0.992,0.015,-5.08,-4.02
66920,0.0586,-0.0773,0.7810,3.634,-0.366,0.183,-5.65,-3.98
66940,0.0503,-0.1316,0.9579,3.863,2.321,0.244,-7.82,-3.98
66979,0.0704,-0.0969,1.0647,1.435,0.366,0.260,-5.20,-3.98
66983,0.0601,-0.1161,1.0607,1.542,0.656,0.351,-6.25,-3.99
67000,0.0369,-0.0972,1.0474,0.443,0.855,0.336,-5.30,-4.01
67020,0.0634,-0.0779,1.0842,-0.122,0.824,0.229,-4.11,-4.01
67040,-0.0016,-0.0599,1.1646,-2.092,1.282,0.061,-2.95,-4.03
67061,0.0717,-0.0366,1.2556,-3.634,0.198,-0.244,-1.67,-4.06
67080,0.0829,-0.0010,1.1301,-4.122,-1.206,-0.275,-0.05,-4.06
67100,0.0442,-0.0090,1.0363,-5.282,-0.321,-0.504,-0.50,-4.09
67120,0.0576,-0.0269,1.0492,-5.252,0.046,-0.611,-1.47,-4.14
67140,0.0577,-0.0342,0.9839,-4.366,-0.504,-0.870,-1.99,-4.18
67160,0.0453,-0.0599,0.9434,-3.756,0.305,-0.824,-3.64,-4.25
67180,0.0493,-0.0859,0.9233,-2.504,0.443,-1.008,-5.32,-4.32
67200,0.0549,-0.1041,0.9202,-1.221,0.840,-1.008,-6.46,-4.38
67220,0.0447,-0.1355,0.9658,-0.321,1.649,-0.855,-7.99,-4.46
67240,0.0518,-0.1351,0.9746,0.397,1.664,-0.794,-7.89,-4.52
67260,0.0563,-0.1265,0.9473,0.809,1.802,-0.412,-7.60,-4.57
67280,0.0524,-0.1213,0.9402,1.405,2.244,-0.336,-7.35,-4.60
67300,0.0793,-0.1121,0.9604,2.275,2.351,-0.092,-6.65,-4.59
67320,0.0681,-0.0875,0.9586,2.840,1.695,0.076,-5.22,-4.55
67340,0.0862,-0.0868,0.9567,3.740,0.855,0.504,-5.18,-4.49
67360,0.0646,-0.1146,0.9359,4.260,0.366,0.489,-6.98,-4.46
67380,0.0741,-0.1123,0.9210,4.275,-1.145,0.458,-6.95,-4.42
67400,0.0542,-0.1029,0.9834,3.863,-1.664,0.107,-5.97,-4.38
67421,0.0424,-0.0847,1.0219,3.282,-1.420,0.168,-4.74,-4.32
67440,0.0372,-0.0635,0.9998,2.687,-1.023,-0.137,-3.63,-4.25
67460,0.0513,-0.0381,1.0333,1.359,-0.855,-0.397,-2.11,-4.18
67480,0.0262,-0.0631,1.0452,0.214,-0.702,-0.718,-3.46,-4.17
67500,0.0146,-0.0470,1.0577,-1.252,0.779,-1.130,-2.54,-4.16
67520,0.0171,-0.0308,1.1160,-3.405,2.718,-1.359,-1.58,-4.17
67540,0.0522,-0.0068,1.0149,-4.336,0.748,-1.863,-0.39,-4.18
67561,0.0343,-0.0062,1.0460,-4.779,3.237,-1.389,-0.34,-4.20
67580,0.0387,-0.0122,1.0208,-4.336,2.092,-1.527,-0.69,-4.21
67600,0.0811,-0.0364,1.0398,-3.481,2.305,-1.115,-2.00,-4.24
67620,0.0361,-0.0544,0.9698,-2.519,1.008,-0.809,-3.21,-4.27
67640,0.0604,-0.1000,1.0173,-1.863,1.542,-0.412,-5.61,-4.33
67660,0.0485,-0.0992,0.9854,-0.947,0.321,0.076,-5.75,-4.38
67680,0.0509,-0.1278,1.0110,-0.473,-0.015,0.275,-7.21,-4.44
67700,0.0446,-0.1418,1.0072,0.076,-1.359,0.580,-8.02,-4.51
67720,0.0354,-0.1295,0.9796,0.840,-1.679,0.458,-7.53,-4.56
67740,0.0106,-0.1249,1.0059,0.870,-2.000,0.489,-7.08,-4.59
67760,0.0150,-0.0984,0.9998,0.962,-2.870,0.351,-5.62,-4.59
67780,0.0090,-0.0787,0.9996,0.901,-2.519,0.260,-4.50,-4.57
67800,-0.0026,-0.0763,0.9797,0.260,-2.397,0.122,-4.45,-4.56
67820,-0.0115,-0.0284,0.9135,0.214,-2.580,-0.214,-1.78,-4.51
67840,-0.0176,-0.0308,0.8948,0.840,-1.603,-0.336,-1.97,-4.44
67860,-0.0297,-0.0480,0.8885,1.252,-0.855,-0.336,-3.09,-4.39
67880,-0.0377,-0.0471,0.8865,1.237,-0.107,-0.427,-3.04,-4.34
67900,-0.0393,-0.0623,0.9028,1.740,0.870,-0.672,-3.94,-4.29
67920,-0.0475,-0.0681,0.9100,1.634,1.740,-0.519,-4.28,-4.26
67940,-0.0427,-0.0758,0.9142,1.313,2.275,-0.519,-4.74,-4.24
67960,-0.0449,-0.0724,0.9110,0.931,3.130,-0.351,-4.54,-4.23
67980,-0.0376,-0.0754,0.9011,1.313,3.756,-0.260,-4.79,-4.22
68000,-0.0565,-0.0715,0.9419,1.282,4.794,-0.153,-4.34,-4.20
68020,-0.0684,-0.0605,0.9932,1.008,4.595,-0.168,-3.49,-4.16
68040,-0.0536,-0.0544,1.0394,0.855,4.901,-0.015,-3.00,-4.12
68060,-0.0723,-0.0491,1.0420,0.687,4.565,0.000,-2.70,-4.08
68080,-0.0913,-0.0393,1.0116,0.611,4.046,-0.198,-2.23,-4.03
68100,-0.0780,-0.0537,1.0508,0.626,4.198,-0.290,-2.93,-4.00
68120,-0.1002,-0.0530,1.0681,0.473,3.786,-0.214,-2.84,-3.96
68140,-0.0781,-0.0547,1.0945,-0.107,3.649,-0.275,-2.86,-3.94
68160,-0.0928,-0.0554,1.0870,-0.840,2.901,-0.473,-2.92,-3.94
68180,-0.0886,-0.0391,1.0896,-1.145,2.733,-0.504,-2.05,-3.92
68200,-0.0801,-0.0365,1.0719,-1.069,2.305,-0.550,-1.95,-3.91
68220,-0.0874,-0.0369,1.0557,-0.947,1.878,-0.565,-2.00,-3.89
68240,-0.0776,-0.0343,1.0297,-1.069,0.916,-0.565,-1.91,-3.87
68260,-0.0763,-0.0374,0.9604,-0.565,0.305,-0.458,-2.23,-3.85
68280,-0.0824,-0.0518,0.9420,0.015,0.489,-0.382,-3.14,-3.83
68300,-0.0874,-0.0459,0.9612,0.962,-0.504,-0.137,-2.73,-3.79
68320,-0.0746,-0.0739,0.9862,1.588,-1.191,0.015,-4.28,-3.77
68358,-0.0769,-0.0723,0.9658,1.252,-2.015,0.305,-4.28,-3.76
68362,-0.0803,-0.0682,0.9729,1.496,-2.153,0.443,-4.01,-3.73
68380,-0.0754,-0.0696,0.9333,1.511,-2.641,0.427,-4.26,-3.71
68400,-0.0867,-0.0649,0.9105,1.573,-2.733,0.397,-4.08,-3.69
68420,-0.0961,-0.0490,0.9359,1.221,-2.916,0.397,-2.99,-3.65
68440,-0.1205,-0.0513,0.9465,1.420,-3.282,0.351,-3.10,-3.61
68460,-0.0975,-0.0511,0.9399,1.618,-3.145,0.214,-3.11,-3.57
68480,-0.1179,-0.0188,0.9009,2.153,-2.763,0.031,-1.20,-3.48
68501,-0.1089,-0.0352,0.9634,2.137,-1.282,0.000,-2.09,-3.41
68520,-0.1198,-0.0361,0.9944,1.863,-1.405,-0.153,-2.08,-3.35
68540,-0.1039,-0.0431,1.0178,1.313,-0.504,-0.214,-2.42,-3.30
68560,-0.1078,-0.0479,1.0093,0.519,-0.122,-0.244,-2.71,-3.28
68580,-0.0878,-0.0369,1.0267,-0.198,0.641,-0.290,-2.06,-3.26
68600,-0.0981,-0.0247,1.0413,-0.473,1.038,-0.366,-1.36,-3.23
68621,-0.0819,-0.0265,1.0262,-0.305,1.313,-0.107,-1.48,-3.20
68640,-0.0895,-0.0437,1.0215,-0.153,2.031,-0.153,-2.45,-3.19
68660,-0.0769,-0.0380,1.0479,-0.779,2.443,-0.076,-2.07,-3.18
68680,-0.0641,-0.0286,1.0287,-0.748,1.908,0.153,-1.59,-3.17
68700,-0.0616,-0.0341,1.0376,-0.244,1.664,0.305,-1.88,-3.15
68720,-0.0649,-0.0281,1.0244,0.504,1.389,0.366,-1.57,-3.10
68740,-0.0592,-0.0618,1.0051,0.855,1.237,0.305,-3.52,-3.10
68760,-0.0901,-0.0719,1.0118,0.412,0.885,0.351,-4.06,-3.11
68780,-0.0634,-0.0505,1.0336,-0.046,0.809,0.336,-2.80,-3.10
68800,-0.0585,-0.0524,0.9735,-0.107,0.305,0.244,-3.08,-3.10
68820,-0.0834,-0.0476,0.9639,-0.397,0.260,0.168,-2.83,-3.11
68840,-0.0902,-0.0272,0.9670,0.137,0.214,0.260,-1.61,-3.07
68860,-0.0731,-0.0182,0.9709,1.023,0.122,0.229,-1.07,-3.01
68880,-0.0881,-0.0424,0.9944,0.779,0.351,0.260,-2.44,-2.99
68900,-0.0785,-0.0289,1.0074,0.122,-0.275,0.305,-1.64,-2.96
68920,-0.0868,-0.0002,0.9824,-0.031,-0.641,0.427,-0.01,-2.90
68940,-0.0952,-0.0229,1.0287,-0.031,-0.031,0.656,-1.28,-2.87
68960,-0.0950,-0.0381,1.0176,-0.427,-0.840,0.534,-2.14,-2.86
68980,-0.0568,-0.0179,0.9984,-1.221,-0.824,0.611,-1.03,-2.85
69000,-0.0886,-0.0050,0.9678,-1.389,-0.458,0.809,-0.30,-2.82
69020,-0.0873,-0.0020,0.9874,-1.420,-0.412,0.855,-0.11,-2.80
69040,-0.0760,0.0039,0.9597,-1.099,-0.931,0.992,0.23,-2.76
69060,-0.0966,-0.0166,0.9980,-0.962,0.015,1.145,-0.95,-2.74
69080,-0.0759,-0.0286,1.0231,-1.191,-0.336,1.282,-1.60,-2.74
69100,-0.0868,-0.0272,0.9719,-1.160,-0.748,1.298,-1.60,-2.74
69120,-0.0914,-0.0322,0.9982,-1.160,-0.198,1.252,-1.85,-2.75
69140,-0.0986,-0.0369,1.0145,-1.008,-0.840,1.298,-2.08,-2.75
69160,-0.1052,-0.0441,0.9989,-0.534,-0.580,1.176,-2.53,-2.76
69180,-0.1046,-0.0347,1.0021,-0.824,-0.458,1.130,-1.98,-2.76
69200,-0.0953,-0.0540,0.9924,-1.023,-0.214,1.176,-3.11,-2.79
69220,-0.1171,-0.0676,0.9962,-1.481,0.046,1.145,-3.88,-2.84
69240,-0.0872,-0.0513,1.0377,-2.031,0.092,0.748,-2.83,-2.88
69260,-0.1168,-0.0430,1.0127,-2.122,-0.183,0.794,-2.43,-2.91
69280,-0.0991,-0.0337,1.0356,-1.817,0.031,0.779,-1.86,-2.93
69300,-0.0928,-0.0416,1.0046,-1.802,-0.626,0.519,-2.37,-2.95
69320,-0.0947,-0.0679,1.0010,-2.092,-0.168,0.168,-3.88,-3.01
69340,-0.1001,-0.0702,1.0264,-2.412,-0.092,0.153,-3.91,-3.07
69360,-0.0818,-0.0557,0.9648,-2.382,-1.069,-0.107,-3.30,-3.13
69380,-0.0804,-0.0538,0.9785,-2.214,-0.107,0.046,-3.15,-3.17
69400,-0.0846,-0.0479,1.0112,-1.908,-0.153,0.015,-2.71,-3.20
69420,-0.0638,-0.0520,0.9877,-1.908,-0.366,-0.076,-3.01,-3.23
69440,-0.0643,-0.0741,0.8962,-2.412,-0.122,0.015,-4.73,-3.31
69460,-0.0656,-0.0569,0.8715,-2.534,1.160,-0.015,-3.73,-3.37
69480,-0.0741,-0.0450,0.9829,-2.076,2.168,0.015,-2.62,-3.39
69500,-0.0560,-0.0558,1.0046,-0.992,0.931,0.305,-3.18,-3.41
69520,-0.0732,-0.0612,0.9786,0.458,0.702,0.183,-3.58,-3.40
69540,-0.0200,-0.0853,0.9126,1.817,0.275,0.275,-5.34,-3.41
69560,-0.0500,-0.0841,0.7512,2.656,0.229,0.275,-6.39,-3.41
69580,-0.0680,-0.0984,0.6630,4.168,2.519,0.122,-8.44,-3.43
69600,-0.0563,-0.0985,0.6841,5.023,4.885,0.168,-8.19,-3.43
69620,-0.0508,-0.0786,0.7767,4.977,7.145,0.000,-5.78,-3.38
69640,-0.0509,-0.0629,0.7556,5.847,7.435,0.076,-4.76,-3.29
69660,-0.0120,-0.0920,0.8007,6.580,9.099,0.198,-6.56,-3.23
69680,-0.0231,-0.0840,0.7979,6.672,9.557,0.015,-6.01,-3.15
69719,-0.0134,-0.0394,0.8571,5.771,11.405,0.031,-2.63,-3.03
69723,-0.0153,-0.0562,0.8643,5.527,11.542,0.015,-3.72,-2.93
69740,-0.0592,-0.0422,1.0109,4.550,12.840,-0.168,-2.39,-2.83
69760,-0.0857,-0.0146,1.2340,2.656,11.939,-0.137,-0.68,-2.74
69780,-0.0209,-0.0154,1.3319,0.992,8.931,0.015,-0.66,-2.68
69800,-0.0295,-0.0035,1.2943,-0.137,6.779,-0.076,-0.16,-2.63
69820,-0.0739,0.0020,1.3208,-1.267,5.298,-0.092,0.08,-2.60
69840,-0.0381,-0.0068,1.4225,-2.198,3.191,-0.214,-0.28,-2.60
69860,-0.0178,-0.0048,1.3595,-3.023,0.061,-0.305,-0.20,-2.61
69880,-0.0593,-0.0271,1.3143,-3.878,-1.099,-0.580,-1.18,-2.66
69900,-0.0226,-0.0371,1.3704,-5.206,-3.679,-0.656,-1.55,-2.74
69920,-0.0133,-0.0302,1.2728,-5.695,-6.855,-0.901,-1.36,-2.82
69940,-0.0106,-0.0333,1.1580,-5.557,-6.550,-0.550,-1.65,-2.91
69960,-0.0123,-0.0353,1.0645,-4.794,-7.282,-0.214,-1.90,-2.98
69980,0.0426,-0.0472,1.0083,-3.130,-7.206,0.000,-2.68,-3.03
70001,0.0485,-0.0715,0.8877,-1.313,-7.435,0.397,-4.61,-3.09
70020,0.0972,-0.1051,0.8796,0.840,-8.137,0.870,-6.81,-3.15
70040,0.0752,-0.1370,0.8351,2.076,-10.122,1.053,-9.31,-3.23
70060,0.0854,-0.1514,0.8508,2.809,-10.962,1.298,-10.09,-3.31
70080,0.0900,-0.1216,0.7316,4.183,-13.252,1.389,-9.44,-3.36
70100,0.0992,-0.1321,0.7668,5.573,-12.412,1.389,-9.77,-3.37
70120,0.0787,-0.1116,0.7675,5.863,-13.847,1.282,-8.27,-3.36
70140,0.0870,-0.0850,0.7678,6.061,-13.893,1.099,-6.31,-3.30
70160,0.0903,-0.0793,0.7703,6.229,-14.305,1.160,-5.88,-3.23
70180,0.0391,-0.0732,0.8611,5.145,-13.344,0.901,-4.86,-3.16
70200,0.0065,-0.0391,0.9545,3.771,-11.542,0.397,-2.34,-3.07
70220,-0.0132,-0.0154,0.9622,2.840,-9.435,-0.122,-0.92,-2.97
70240,0.0361,-0.0283,1.0220,1.328,-5.603,-0.427,-1.59,-2.92
70260,0.0116,-0.0156,1.0740,-0.275,-2.947,-0.916,-0.83,-2.88
70280,0.0206,-0.0049,1.1184,-1.847,0.702,-1.313,-0.25,-2.86
70300,0.0325,0.0029,1.1077,-2.702,2.977,-1.450,0.15,-2.86
70320,0.0413,-0.0154,1.2039,-4.092,6.672,-1.450,-0.73,-2.89
70340,0.0426,-0.0059,1.1621,-4.947,7.282,-1.725,-0.29,-2.94
70360,0.0759,-0.0060,1.1578,-5.221,9.573,-1.573,-0.30,-2.99
70381,0.0806,-0.0123,1.1252,-4.748,9.496,-1.252,-0.63,-3.03
70400,0.0854,-0.0184,1.1068,-3.542,9.420,-1.084,-0.95,-3.06
70420,0.0747,-0.0518,1.1012,-2.046,8.626,-0.718,-2.69,-3.09
70440,0.0765,-0.0796,1.0861,-0.580,7.405,-0.626,-4.19,-3.13
70460,0.0773,-0.1000,1.0709,0.672,6.000,-0.290,-5.33,-3.16
70480,0.0867,-0.1239,1.0330,1.679,4.046,0.046,-6.84,-3.20
70500,0.0804,-0.1396,1.0410,2.305,2.382,0.198,-7.64,-3.24
70520,0.0819,-0.1412,1.0406,2.153,0.351,0.275,-7.73,-3.29
70540,0.0779,-0.1063,0.9889,1.695,-1.618,0.214,-6.14,-3.31
70560,0.0745,-0.0854,0.9572,1.832,-2.916,0.076,-5.10,-3.31
70580,0.0720,-0.0684,0.9515,2.198,-3.847,0.015,-4.11,-3.29
70600,0.0752,-0.0515,0.9290,2.366,-4.641,-0.061,-3.17,-3.24
70620,0.0684,-0.0424,0.9180,2.443,-4.687,-0.107,-2.64,-3.18
70640,0.0631,-0.0408,0.9355,2.473,-4.626,-0.305,-2.50,-3.12
70660,0.0713,-0.0437,0.9379,1.817,-4.794,-0.382,-2.67,-3.07
70680,0.0665,-0.0391,0.9294,1.053,-4.061,-0.473,-2.41,-3.04
70700,0.0659,-0.0391,0.9525,0.702,-3.344,-0.550,-2.35,-3.01
70721,0.0687,-0.0421,0.9796,0.183,-2.931,-0.519,-2.46,-3.00
70740,0.0648,-0.0372,0.9747,-0.489,-2.198,-0.489,-2.19,-2.99
70760,0.0688,-0.0305,0.9832,-0.565,-1.084,-0.519,-1.78,-2.98
70780,0.0768,-0.0345,0.9912,-0.611,-0.641,-0.397,-2.00,-2.97
70800,0.0698,-0.0493,0.9999,-0.595,-0.275,-0.458,-2.82,-2.98
70820,0.0807,-0.0417,1.0234,-0.855,0.168,-0.382,-2.34,-2.98
70840,0.0846,-0.0552,1.0223,-0.702,0.321,-0.382,-3.09,-3.00
70860,0.1014,-0.0651,1.0271,-0.672,0.626,-0.489,-3.62,-3.02
70880,0.1057,-0.0581,1.0205,-0.626,0.427,-0.397,-3.26,-3.04
70900,0.1160,-0.0603,1.0571,-0.702,0.779,-0.260,-3.26,-3.06
70920,0.1178,-0.0693,1.0527,-0.519,0.260,-0.321,-3.77,-3.08
70940,0.1267,-0.0627,1.0150,-0.779,0.183,-0.489,-3.54,-3.11
70960,0.1154,-0.0585,0.9930,-1.252,0.336,-0.427,-3.37,-3.14
70980,0.1290,-0.0715,1.0071,-1.206,0.519,-0.550,-4.06,-3.18
71000,0.1213,-0.0667,0.9960,-0.626,0.046,-0.458,-3.83,-3.20
71020,0.1238,-0.0804,1.0099,-0.427,0.351,-0.687,-4.55,-3.24
71040,0.1169,-0.0839,1.0084,-0.214,-0.061,-0.702,-4.75,-3.27
71079,0.1315,-0.0934,1.0024,-0.107,-0.382,-1.069,-5.32,-3.32
71086,0.1246,-0.0970,0.9946,-0.076,-0.260,-1.130,-5.57,-3.36
71100,0.1384,-0.0956,0.9993,-0.336,-0.412,-1.176,-5.46,-3.41
71120,0.1345,-0.0844,0.9775,-0.397,-0.458,-1.267,-4.93,-3.45
71140,0.1395,-0.0815,0.9854,-0.183,-0.229,-1.481,-4.73,-3.48
71160,0.1437,-0.0820,0.9998,-0.275,0.000,-1.389,-4.69,-3.51
71180,0.1514,-0.0717,1.0031,-0.260,-0.122,-1.344,-4.09,-3.53
71200,0.1466,-0.0593,0.9596,0.244,-0.504,-1.206,-3.54,-3.52
71220,0.1521,-0.0757,0.9443,1.191,-0.275,-1.053,-4.58,-3.52
71240,0.1554,-0.0822,0.9269,1.664,-0.137,-1.023,-5.07,-3.52
71260,0.1608,-0.0889,0.9142,2.366,0.076,-1.053,-5.55,-3.51
71280,0.1681,-0.1075,0.9830,2.382,1.511,-1.038,-6.24,-3.52
71300,0.1775,-0.0857,1.0011,1.374,1.267,-0.931,-4.89,-3.52
71320,0.1836,-0.0638,1.0045,0.595,1.450,-0.763,-3.64,-3.51
71340,0.1852,-0.0598,1.0148,0.611,1.069,-0.779,-3.37,-3.50
71360,0.1821,-0.0466,0.9907,0.840,0.580,-0.794,-2.69,-3.46
71380,0.1699,-0.0491,0.9745,0.885,0.595,-0.885,-2.88,-3.43
71400,0.1714,-0.0585,1.0178,0.779,0.931,-0.855,-3.29,-3.42
71420,0.1812,-0.0658,1.0225,0.809,0.672,-0.855,-3.68,-3.41
71440,0.1965,-0.0592,1.0490,0.015,0.901,-0.885,-3.23,-3.40
71460,0.1954,-0.0587,1.0486,-0.489,0.321,-1.008,-3.20,-3.41
71480,0.2067,-0.0635,0.9983,-0.656,0.122,-0.977,-3.64,-3.43
71500,0.1917,-0.0786,0.9590,-1.176,0.458,-1.023,-4.69,-3.47
71520,0.1960,-0.0621,0.9891,-1.542,1.206,-1.130,-3.59,-3.51
71540,0.2056,-0.0573,0.9717,-0.641,1.084,-0.901,-3.37,-3.52
71560,0.2015,-0.0817,0.9769,0.534,1.221,-0.763,-4.78,-3.53
71580,0.2090,-0.0946,0.9523,1.160,0.672,-0.748,-5.67,-3.55
71600,0.2061,-0.1088,0.9613,1.282,0.687,-0.794,-6.46,-3.58
71620,0.1991,-0.1105,1.0131,0.870,0.656,-0.809,-6.22,-3.62
71640,0.1986,-0.0983,1.0112,0.626,-0.489,-0.870,-5.55,-3.65
71660,0.2048,-0.0851,1.0005,0.870,-0.305,-0.962,-4.86,-3.65
71680,0.2019,-0.0784,1.0065,1.069,-0.244,-0.931,-4.45,-3.65
71700,0.2031,-0.0776,1.0094,1.267,-0.382,-1.023,-4.40,-3.64
71720,0.2026,-0.0853,1.0157,1.115,-0.840,-1.176,-4.80,-3.64
71740,0.1975,-0.0906,1.0040,1.328,-0.855,-1.099,-5.15,-3.64
71760,0.1934,-0.0823,1.0084,1.023,-0.168,-1.145,-4.66,-3.64
71780,0.1998,-0.0718,1.0101,1.115,0.076,-1.176,-4.06,-3.63
71800,0.2115,-0.0802,0.9946,0.992,0.076,-1.252,-4.61,-3.63
71820,0.2058,-0.0704,0.9958,0.687,0.168,-1.176,-4.05,-3.63
71840,0.2045,-0.0563,1.0123,0.244,0.214,-1.267,-3.18,-3.61
71860,0.2037,-0.0586,0.9890,0.321,-0.214,-1.145,-3.39,-3.60
71880,0.2046,-0.0649,1.0354,-0.031,0.519,-1.176,-3.59,-3.60
71900,0.2125,-0.0623,1.0204,-0.305,-0.183,-1.115,-3.49,-3.61
71920,0.2084,-0.0625,0.9854,-0.580,-0.122,-0.962,-3.63,-3.62
71940,0.1986,-0.0640,0.9766,-0.519,0.168,-0.992,-3.75,-3.63
71960,0.2111,-0.0729,0.9990,-0.550,0.275,-0.840,-4.17,-3.65
71980,0.2021,-0.0723,0.9945,-0.336,0.214,-0.870,-4.16,-3.67
72000,0.1982,-0.0656,0.9580,0.290,0.137,-0.748,-3.91,-3.67
72020,0.1945,-0.0781,0.9836,0.748,0.794,-0.779,-4.54,-3.67
72040,0.1875,-0.0873,0.9958,1.176,0.519,-0.885,-5.01,-3.67
72060,0.1949,-0.0836,0.9963,1.221,0.672,-0.840,-4.80,-3.67
72080,0.1947,-0.0824,1.0068,1.466,0.641,-0.962,-4.68,-3.66
72101,0.1934,-0.0852,1.0297,1.634,0.534,-0.947,-4.73,-3.65
72120,0.2018,-0.0701,0.9960,1.634,0.183,-0.824,-4.02,-3.63
72140,0.1996,-0.0670,0.9811,1.511,0.580,-0.824,-3.91,-3.60
72160,0.1929,-0.0735,1.0043,1.313,0.641,-0.855,-4.19,-3.59
72180,0.2063,-0.0614,1.0100,1.038,0.641,-0.702,-3.48,-3.57
72200,0.1981,-0.0632,0.9983,0.977,0.718,-0.718,-3.62,-3.55
72220,0.1995,-0.0626,1.0112,0.931,0.580,-0.763,-3.54,-3.53
72240,0.1895,-0.0587,0.9917,0.763,0.305,-0.733,-3.39,-3.51
72260,0.1931,-0.0547,0.9828,0.565,0.641,-0.779,-3.18,-3.50
72280,0.1936,-0.0569,0.9749,0.611,0.565,-0.809,-3.34,-3.48
72300,0.1968,-0.0569,1.0120,0.534,0.687,-0.931,-3.22,-3.47
72320,0.1880,-0.0510,1.0266,0.168,0.489,-0.809,-2.85,-3.45
72340,0.2068,-0.0507,1.0117,0.046,0.137,-0.824,-2.87,-3.44
72360,0.1913,-0.0522,0.9797,0.092,0.214,-0.840,-3.05,-3.43
72380,0.1993,-0.0677,1.0128,0.244,0.656,-0.733,-3.83,-3.43
72400,0.1937,-0.0568,0.9827,0.443,-0.107,-0.641,-3.31,-3.42
72438,0.1870,-0.0741,0.9933,0.656,-0.275,-0.733,-4.27,-3.42
72442,0.1866,-0.0709,0.9852,0.565,-0.397,-0.702,-4.12,-3.43
